Identifier,Dhatupatha,Dhatu,Pratyaya,Artha,Gana,Pad,Karmak,It_Sign,English_Meaning,Hindi_Meaning
०१.०००१,१),भू,भू,सत्तायाम्,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"भू,भू, सत्तायाम् ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to exist, to become, to be, to happen)",होना
०१.०००२,२),एध्,एधँ,वृद्धौ,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"एध्,एधँ, वृद्धौ ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to grow, to increase, to prosper, to extend, to swell, to rise)",बढना
०१.०००३,३),स्पर्ध्,स्पर्धँ,सङ्घर्षे,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"स्पर्ध्,स्पर्धँ, सङ्घर्षे ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to challenge, to compete, to conflict, to rival, to struggle)",संघर्ष करना
०१.०००४,४),गाध्,गाधृँ,प्रतिष्ठालिप्सयोर्ग्रन्थे च,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"गाध्,गाधृँ, प्रतिष्ठालिप्सयोर्ग्रन्थे च ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to praise oneself, to desire, to tie together, to string together, to seek, to stay together, to stand firmly, to compile)","यश प्राप्त करना, लेने की अभिलाषा करना"
०१.०००५,५),बाध्,बाधृँ,लोडने,रोटने,भ्वादिः,आत्मनेपदी,सकर्मकः,"बाध्,बाधृँ, लोडने, रोटने ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to oppress, to torment, to harass, to destroy, to infect, to torture)","रोकना , बाधा देना, दुःख देना"
०१.०००६,७),नाध्,नाधृँ,याच्ञोपतापैश्वर्याशीष्षु,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"नाध्,नाधृँ, याच्ञोपतापैश्वर्याशीष्षु ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to seek help, to beg, to irritate, to bless, to master)","याचना करना, रोगी होना, श्रीमान् होना, आशीर्वाद देना"
०१.०००७,६),नाथ्,नाथृँ,याच्ञोपतापैश्वर्याशीष्षु,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"नाथ्,नाथृँ, याच्ञोपतापैश्वर्याशीष्षु ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to seek help, to beg, to irritate, to bless, to master)","याचना करना, रोगी होना, श्रीमान् होना, आशीर्वाद देना"
०१.०००८,८),दध्,दधँ,धारणे,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"दध्,दधँ, धारणे ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to hold, to possess)","धारण करना, पालन करना, देना, अर्पण करना"
०१.०००९,९),स्कुन्द्,स्कुदिँ,आप्रवणे,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"स्कुन्द्,स्कुदिँ, आप्रवणे ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to jump, to raise, to lift up)","चलना, कूदना, ऊपर उठाना"
०१.००१०,१०),श्विन्द्,श्विदिँ,श्वैत्ये,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"श्विन्द्,श्विदिँ, श्वैत्ये ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to be white)","सफेद होना, शुभ्र होना"
०१.००११,११),वन्द्,वदिँ,अभिवादनस्तुत्योः,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"वन्द्,वदिँ, अभिवादनस्तुत्योः ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to worship, to show honor, to do homage, to show respect, to venerate, to bow, to salute, to praise, to adore, to greet)","सत्कारपूर्वक कुशल प्रश्न पूछना, नमस्कार करना, स्तुति करना"
०१.००१२,१२),भन्द्,भदिँ,कल्याणे सुखे च,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"भन्द्,भदिँ, कल्याणे सुखे च ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to be prosperous, to be glad, to be happy)","शुभ कर्म करना, सुखी होना"
०१.००१३,१३),मन्द्,मदिँ,स्तुतिमोदमदस्वप्नकान्तिगतिषु,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"मन्द्,मदिँ, स्तुतिमोदमदस्वप्नकान्तिगतिषु ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to praise, to be glad, to be proud, to sleep, to shine, to move slowly, to intoxicate)","स्तुति करना, तुष्ट करना, आनन्द करना, उन्मत्त होना, सोना, चाहना, चमकना, प्रकाशित होना"
०१.००१४,१४),स्पन्द्,स्पदिँ,किञ्चिच्चलने,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"स्पन्द्,स्पदिँ, किञ्चिच्चलने ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to vibrate, to shake, to move a little, to palpitate, to quake, to tremble, to kick)","धीरे धीरे चलना, काँपना, थरथराना"
०१.००१५,१५),क्लिन्द्,क्लिदिँ,परिदेवने,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"क्लिन्द्,क्लिदिँ, परिदेवने ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to lament)","रोना, शोक करना"
०१.००१६,१६),मुद्,मुदँ,हर्षे,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"मुद्,मुदँ, हर्षे ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to be glad,to be happy, to rejoice, to delight)","आनन्दित होना, प्रसन्न होना"
०१.००१७,१७),दद्,ददँ,दाने,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"दद्,ददँ, दाने ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to give,to offer,to present)","दान करना, देना, त्याग करना"
०१.००१८,१८),स्वद्,ष्वदँ,आस्वादने,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"स्वद्,ष्वदँ, आस्वादने ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to taste, to eat,to please the tongue, to have delight)","स्वाद लेना, चखना"
०१.००१९,१९),स्वर्द्,स्वर्दँ,आस्वादने,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"स्वर्द्,स्वर्दँ, आस्वादने ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,( to taste,to eat,to please the tongue, to have delight)","स्वाद लेना, चखना"
०१.००२०,२०),ऊर्द्,उर्दँ,माने क्रीडायां आस्वादने च,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"ऊर्द्,उर्दँ, माने क्रीडायां आस्वादने च ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to measure,to leap, to jump, to taste,to grant,to be cheerful)","नापना, गिनना, क्रीडा करना, खेलना"
०१.००२१,२१),कूर्द्,कुर्दँ,क्रीडायाम् एव,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"कूर्द्,कुर्दँ, क्रीडायाम् एव ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to leap, to jump)",खेलना
०१.००२२,२२),खूर्द्,खुर्दँ,क्रीडायाम् एव,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"खूर्द्,खुर्दँ, क्रीडायाम् एव ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to leap, to jump)",खेलना
०१.००२३,२३),गूर्द्,गुर्दँ,क्रीडायाम् एव,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"गूर्द्,गुर्दँ, क्रीडायाम् एव ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to leap, to jump)",खेलना
०१.००२४,२४),गुद्,गुदँ,क्रीडायाम् एव,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"गुद्,गुदँ, क्रीडायाम् एव ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to leap, to jump)",खेलना
०१.००२५,२५),सूद्,षूदँ,क्षरणे,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"सूद्,षूदँ, क्षरणे ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to trickle, to leak, to ooze out, to distill, to emerge drop by drop)","टपकना, झरना, मार डालना, मारने की कोशिश करना"
०१.००२६,२६),ह्राद्,ह्रादँ,अव्यक्ते शब्दे,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"ह्राद्,ह्रादँ, अव्यक्ते शब्दे ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to make a sound)",अस्पष्ट शब्द करना
०१.००२७,२७),ह्लाद्,ह्लादीँ,अव्यक्ते शब्दे सुखे च,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"ह्लाद्,ह्लादीँ, अव्यक्ते शब्दे सुखे च ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to be glad, to be pleasant, to make a sound)","सुखी होना, प्रयत्न करना, अस्पष्ट शब्द करना"
०१.००२८,२८),स्वाद्,स्वादँ,आस्वादने,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"स्वाद्,स्वादँ, आस्वादने ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to taste,to please the tongue, to have delight)","स्वाद लेना, चखना"
०१.००२९,२९),पर्द्,पर्दँ,कुत्सिते शब्दे,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"पर्द्,पर्दँ, कुत्सिते शब्दे ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to fart)",वायु त्याग करना
०१.००३०,३०),यत्,यतीँ,प्रयत्ने,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"यत्,यतीँ, प्रयत्ने ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to try, to strive, to make effort, to attempt)","प्रयत्न करना, उद्योग करना"
०१.००३१,३१),युत्,युतृँ,भासने,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"युत्,युतृँ, भासने ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to shine)","चमकना, प्रकाशित होना"
०१.००३२,३२),जुत्,जुतृँ,भासने,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"जुत्,जुतृँ, भासने ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to shine)","चमकना, प्रकाशित होना"
०१.००३३,३३),विथ्,विथृँ,याचने,भ्वादिः,आत्मनेपदी,द्विकर्मकः,सेट्,"विथ्,विथृँ, याचने ,भ्वादिः, आत्मनेपदी ,द्विकर्मकः ,सेट्  ,(to beg,to ask)","मांगना, याचना करना"
०१.००३४,३४),वेथ्,वेथृँ,याचने,भ्वादिः,आत्मनेपदी,द्विकर्मकः,सेट्,"वेथ्,वेथृँ, याचने ,भ्वादिः, आत्मनेपदी ,द्विकर्मकः ,सेट्  ,(to beg,to ask)","मांगना, याचना करना"
०१.००३५,३५),श्रन्थ्,श्रथिँ,शैथिल्ये,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"श्रन्थ्,श्रथिँ, शैथिल्ये ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to be tired, to be fatigued)","शिथिल करना, ढीला करना, शिथिल होना, ढीला होना"
०१.००३६,३६),ग्रन्थ्,ग्रथिँ,कौटिल्ये,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"ग्रन्थ्,ग्रथिँ, कौटिल्ये ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to be crooked, to be wicked)","वक्र होना, टेढा होना, दुष्ट होना, गांठ बांधना, गूथना"
०१.००३७,३७),कत्थ्,कत्थँ,श्लाघायाम्,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"कत्थ्,कत्थँ, श्लाघायाम् ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to praise,to boast,to flatter)","प्रशंसा करना, स्तुति करना, झूटी बढाई करना"
०१.००३८,३८),अत्,अतँ,सातत्यगमने,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"अत्,अतँ, सातत्यगमने ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to run, to walk with speed, to move continuously)","जाना, सदैव जाते रहना"
०१.००३९,३९),चित्,चितीँ,संज्ञाने,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"चित्,चितीँ, संज्ञाने ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to perceive,to think,to recover consciousness,to observe, to see,to regain consciousness)","अच्छी तरह विचार करना, चिंतन करना, होश में आना"
०१.००४०,४०),च्युत्,च्युतिँर्,आसेचने,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"च्युत्,च्युतिँर्, आसेचने ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to sprinkle, to flow,to trickle, to fall, to deviate)","सींचना, भीगोना, बहना"
०१.००४१,४१ इत्यस्य पाठभेदः),श्चुत्,श्चुतिँर्,आसेचने,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"श्चुत्,श्चुतिँर्, आसेचने ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,","to flow,to trickle, to fall, to deviate"
०१.००४२,४१),श्च्युत्,श्च्युतिँर्,क्षरणे,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"श्च्युत्,श्च्युतिँर्, क्षरणे ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to flow,to trickle, to fall, to deviate)","टपकना, झरना, सींचना, प्रोक्षण करना, छिडकना"
०१.००४४,४६),मन्थ्,मथिँ,हिंसासङ्क्लेशनयोः,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"मन्थ्,मथिँ, हिंसासङ्क्लेशनयोः ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to strike,to destroy, to kill, to crush, to tear off, to injure, to cause pain)","मार डालना, दुःख देना, दुःख भोगना, पीडित होना"
०१.००४५,४३),कुन्थ्,कुथिँ,हिंसासङ्क्लेशनयोः,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"कुन्थ्,कुथिँ, हिंसासङ्क्लेशनयोः ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to strike,to destroy, to kill, to crush, to tear off, to injure, to cause pain)","मार डालना, दुःख देना, दुःख भोगना, पीडित होना"
०१.००४६,४४),पुन्थ्,पुथिँ,हिंसासङ्क्लेशनयोः,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"पुन्थ्,पुथिँ, हिंसासङ्क्लेशनयोः ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to strike,to destroy, to kill, to crush, to tear off, to injure, to cause pain)","मार डालना, दुःख देना, दुःख भोगना, पीडित होना"
०१.००४७,४५),लुन्थ्,लुथिँ,हिंसासङ्क्लेशनयोः,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"लुन्थ्,लुथिँ, हिंसासङ्क्लेशनयोः ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to strike,to destroy, to kill, to crush, to tear off, to injure, to cause pain)","मार डालना, दुःख देना, दुःख भोगना, पीडित होना"
०१.००४८,४२),मन्थ्,मन्थँ,विलोडने,भ्वादिः,परस्मैपदी,द्विकर्मकः,सेट्,"मन्थ्,मन्थँ, विलोडने ,भ्वादिः, परस्मैपदी ,द्विकर्मकः ,सेट्  ,(to churn, to shake, to stir, to strike,to agitate, to splash)","बिलोना, मथना, पीड़ा देना"
०१.००४९,४७),सिध्,षिधँ,गत्याम्,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"सिध्,षिधँ, गत्याम् ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to regulate, to punish, to hinder, to instruct, to scare away, to drive off, to restrain)",जाना
०१.००५०,४८),सिध्,षिधूँ,शास्त्रे (शासने) माङ्गल्ये च,भ्वादिः,परस्मैपदी,सकर्मकः,वेट् (to rule,"सिध्,षिधूँ, शास्त्रे (शासने) माङ्गल्ये च ,भ्वादिः, परस्मैपदी ,सकर्मकः ,वेट् (to rule, to be auspicious)","आज्ञा करना, शासन करना, मङ्गल कर्म करना"
०१.००५१,४९),खाद्,खादृँ,भक्षणे,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"खाद्,खादृँ, भक्षणे ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to eat,to consume)",खाना
०१.००५२,५०),खद्,खदँ,स्थैर्ये हिंसायां भक्षणे च,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"खद्,खदँ, स्थैर्ये हिंसायां भक्षणे च ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to be firm,to be steady, to hurt, to kill, to eat, to consume, to bite)","स्थिर रहना,मार डालना, सताना, खाना"
०१.००५३,५१),बद्,बदँ,स्थैर्ये,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"बद्,बदँ, स्थैर्ये ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to be firm, to be steady)",स्थिर रहना
०१.००५४,५२),गद्,गदँ,व्यक्तायां वाचि,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"गद्,गदँ, व्यक्तायां वाचि ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to speak, to tell, to explain, to talk)",स्पष्ट बोलना
०१.००५५,५३),रद्,रदँ,विलेखने,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"रद्,रदँ, विलेखने ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to cut, to split, to scratch, to divide)","विदारण करना, चीरना, खोदना"
०१.००५६,५४),नद्,णदँ,अव्यक्ते शब्दे,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"नद्,णदँ, अव्यक्ते शब्दे ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to thunder, to roar, to make a loud sound)","अस्पष्ट शब्द करना, आवाज करना"
०१.००५७,५५),अर्द्,अर्दँ,गतौ याचने च,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"अर्द्,अर्दँ, गतौ याचने च ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go,to beg, to request)","जाना,मांगना, याचना करना,मारना"
०१.००५८,५६),नर्द्,नर्दँ,शब्दे,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"नर्द्,नर्दँ, शब्दे ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to make a sound, to shout)",शब्द करना
०१.००५९,५७),गर्द्,गर्दँ,शब्दे,भ्वादिः,,परस्मैपदी,अकर्मकः,"गर्द्,गर्दँ,शब्दे,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to make a sound, to shout)",शब्द करना
०१.००६०,५८),तर्द्,तर्दँ,हिंसायाम्,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"तर्द्,तर्दँ, हिंसायाम् ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to injure,to hurt,to kill, to destroy)","मारना, हिंसा करना"
०१.००६१,५९),कर्द्,कर्दँ,कुत्सिते शब्दे,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"कर्द्,कर्दँ, कुत्सिते शब्दे ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to rumble,to caw)","कौवे के समान शब्द करना, पेट गुड़गुड़ाना, अन्त्रकुजन होना"
०१.००६२,६०),खर्द्,खर्दँ,दन्दशूके (सर्पदंशे),भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"खर्द्,खर्दँ, दन्दशूके (सर्पदंशे) ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to bite,to sting)","चबाना, दांतों से काटना"
०१.००६३,६१),अन्त्,अतिँ,बन्धने,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"अन्त्,अतिँ, बन्धने ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to bind)","बांधना, पाना, हासिल करना"
०१.००६४,६२),अन्द्,अदिँ,बन्धने,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"अन्द्,अदिँ, बन्धने ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to bind)","बांधना, पाना, हासिल करना"
०१.००६५,६३),इन्द्,इदिँ,परमैश्वर्ये,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"इन्द्,इदिँ, परमैश्वर्ये ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to be powerful, to be gifted, to have divine power)","अमानवीय पराक्रम होना,ईश्वरी शक्ति होना, ऐश्वर्य युक्त होना"
०१.००६६,६४),बिन्द्,बिदिँ,अवयवे,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"बिन्द्,बिदिँ, अवयवे ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to split,to cleave,to divide)","टुकड़े होना, विभक्त होना, अलग hona"
०१.००६७,६४ इत्यस्य पाठभेदः),भिन्द्,भिदिँ,अवयवे,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"भिन्द्,भिदिँ, अवयवे ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,","to split,to cleave,to divide"
०१.००६८,६५),गण्ड्,गडिँ,वदनैकदेशे,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"गण्ड्,गडिँ, वदनैकदेशे ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to have cheek disease)","गालोंमें रोग होना, गण्डमाला होना"
०१.००६९,६६),निन्द्,णिदिँ,कुत्सायाम्,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"निन्द्,णिदिँ, कुत्सायाम् ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to blame,to censure,to condemn, to insult, to ridicule, to revile, to criticise)","निन्दा करना, दोष लगाना"
०१.००७०,६७),नन्द्,टुनदिँ,समृद्धौ,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"नन्द्,टुनदिँ, समृद्धौ ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to prosper)","वृद्धि होना, बढ़ती होना"
०१.००७१,६८),चन्द्,चदिँ,आह्लादे दीप्तौ च,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"चन्द्,चदिँ, आह्लादे दीप्तौ च ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to be glad, to shine)","आनन्द पाना, खुश होना, चमकना"
०१.००७२,६९),त्रन्द्,त्रदिँ,चेष्टायाम्,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"त्रन्द्,त्रदिँ, चेष्टायाम् ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to try, to be busy, to be active)","प्रयत्न करना, उद्यम करना"
०१.००७३,७०),कन्द्,कदिँ,आह्वाने रोदने च,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"कन्द्,कदिँ, आह्वाने रोदने च ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to call out,to cry,to cry out continually,to lament,to grieve, to shed tears)","पुकारना, रोना"
०१.००७४,७१),क्रन्द्,क्रदिँ,आह्वाने रोदने च,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"क्रन्द्,क्रदिँ, आह्वाने रोदने च ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to call out,to cry,to cry out continually,to lament,to grieve, to shed tears)","पुकारना, रोना"
०१.००७५,७२),क्लन्द्,क्लदिँ,आह्वाने रोदने च,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"क्लन्द्,क्लदिँ, आह्वाने रोदने च ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to call out,to cry,to cry out continually,to lament,to grieve, to shed tears)","पुकारना, रोना"
०१.००७६,७३),क्लिन्द्,क्लिदिँ,परिदेवने,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"क्लिन्द्,क्लिदिँ, परिदेवने ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to lament to grieve, to shed tears, to have sorrow)","रोना, शोक करना"
०१.००७७,७४),शुन्ध्,शुन्धँ,शुद्धौ,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"शुन्ध्,शुन्धँ, शुद्धौ ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to purify, to cleanse)","शुद्ध होना, पवित्र होना"
०१.००७८,७५),शीक्,शीकृँ,सेचने,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"शीक्,शीकृँ, सेचने ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to sprinkle)",सींचना
०१.००७९,७५ इत्यस्य पाठभेदः),सीक्,सीकृँ,सेचने,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"सीक्,सीकृँ, सेचने ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,",to sprinkle
०१.००८०,७६),लोक्,लोकृँ,दर्शने,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"लोक्,लोकृँ, दर्शने ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to see,to perceive,to look)",देखना
०१.००८१,७७),श्लोक्,श्लोकृँ,सङ्घाते,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"श्लोक्,श्लोकृँ, सङ्घाते ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to compose, to write poem)","श्लोक बनाना, कविता करना, रचना करना"
०१.००८३,७८),द्रेक्,द्रेकृँ,शब्दोत्साहयोः,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"द्रेक्,द्रेकृँ, शब्दोत्साहयोः ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to sound,to show joy, to be exhilarated)","शब्द करना, उत्साह करना, आनन्द प्रकट करना"
०१.००८४,७९),ध्रेक्,ध्रेकृँ,शब्दोत्साहयोः,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"ध्रेक्,ध्रेकृँ, शब्दोत्साहयोः ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to sound,to show joy, to be exhilarated)","शब्द करना, उत्साह करना, आनन्द प्रकट करना"
०१.००८५,८०),रेक्,रेकृँ,शङ्कायाम्,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"रेक्,रेकृँ, शङ्कायाम् ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to doubt, to suspect)",शंका करना
०१.००८६,८१),सेक्,सेकृँ,गतौ,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"सेक्,सेकृँ, गतौ ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to go,to move)",जाना
०१.००८७,८२),स्रेक्,स्रेकृँ,गतौ,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"स्रेक्,स्रेकृँ, गतौ ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to go,to move)",जाना
०१.००८८,८३),स्रङ्क्,स्रकिँ,गतौ,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"स्रङ्क्,स्रकिँ, गतौ ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to go,to move)",जाना
