Identifier,Dhatupatha,Dhatu,Pratyaya,Artha,Gana,Pad,Karmak,It_Sign,English_Meaning,Hindi_Meaning
०१.०४२३,३६५),स्तेप्,ष्टेपृँ,क्षरणे,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"स्तेप्,ष्टेपृँ, क्षरणे ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to drop, to ooze, to sprinkle)","सींचना, प्रोक्षण करना, झरना, चूना"
०१.०४२४,३६६),ग्लेप्,ग्लेपृँ,दैन्ये,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"ग्लेप्,ग्लेपृँ, दैन्ये ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to be poor, to be miserable)","पराधीन होना, दरिद्र होना, कांपना, जाना"
०१.०४२५,३६७),वेप्,टुवेपृँ,कम्पने,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"वेप्,टुवेपृँ, कम्पने ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to tremble,to shake)",कांपना
०१.०४२६,३६८),केप्,केपृँ,कम्पने गतौ च,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"केप्,केपृँ, कम्पने गतौ च ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to tremble,to shake, to go)","कांपना, जाना"
०१.०४२७,३६९),गेप्,गेपृँ,कम्पने गतौ च,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"गेप्,गेपृँ, कम्पने गतौ च ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to tremble,to shake, to go)","कांपना, जाना"
०१.०४२८,३७०),ग्लेप्,ग्लेपृँ,कम्पने गतौ च,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"ग्लेप्,ग्लेपृँ, कम्पने गतौ च ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to shiver, to tremble, to shake)","कांपना, जाना"
०१.०४२९,३७१),मेप्,मेपृँ,गतौ,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"मेप्,मेपृँ, गतौ ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०४३०,३७२),रेप्,रेपृँ,गतौ,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"रेप्,रेपृँ, गतौ ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०४३१,३७३),लेप्,लेपृँ,गतौ,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"लेप्,लेपृँ, गतौ ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०४३४,३७४),त्रप्,त्रपूँष्,लज्जायाम्,भ्वादिः,आत्मनेपदी,अकर्मकः,वेट् (to be ashamed,"त्रप्,त्रपूँष्, लज्जायाम् ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,वेट् (to be ashamed, to be abashed,to be embarrassed, to shy)",लज्जा करना
०१.०४३५,३७५),कम्प्,कपिँ,चलने,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"कम्प्,कपिँ, चलने ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to shake, to tremble, to quake, to shiver)","चलना, कांपना"
०१.०४३६,३७६),रम्ब्,रबिँ,शब्दे,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"रम्ब्,रबिँ, शब्दे ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to sound, to make noise, to shout)","शब्द करना, शोर करना"
०१.०४३७,३७७),लम्ब्,लबिँ,शब्दे,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"लम्ब्,लबिँ, शब्दे ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to sound, to make noise, to shout)","शब्द करना, शोर करना"
०१.०४३८,३७८),अम्ब्,अबिँ,शब्दे,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"अम्ब्,अबिँ, शब्दे ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to sound)",शब्द करना
०१.०४३९,३७९),लम्ब्,लबिँ,अवस्रंसने शब्दे च,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"लम्ब्,लबिँ, अवस्रंसने शब्दे च ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to hang down)","शब्द करना, लटकना, आधा नीचे गिरना"
०१.०४४०,३८०),कब्,कबृँ,वर्णे,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"कब्,कबृँ, वर्णे ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to praise, to color, to paint)","प्रशंसा करना, स्तुति करना, रंग देना, रंगना"
०१.०४४१,३८१),क्लीब्,क्लीबृँ,अधार्ष्ट्ये,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"क्लीब्,क्लीबृँ, अधार्ष्ट्ये ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to behave like a eunuch,to be timorous, to be modest, to be unassuming, to be nervous, to be shy)","दुर्बल होना, वीर्य रहित होना, लज्जालु होना, डरपोक होना"
०१.०४४२,३८२),क्षीब्,क्षीबृँ,मदे,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"क्षीब्,क्षीबृँ, मदे ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,","to be drunk, to be intoxicated, to be confused"
०१.०४४४,३८३),शीभ्,शीभृँ,कत्थने,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"शीभ्,शीभृँ, कत्थने ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to boast, to praise oneself)","प्रशंसा करना, शेखी मरना, आत्मस्तुति करना"
०१.०४४६,३८४),चीभ्,चीभृँ,कत्थने,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"चीभ्,चीभृँ, कत्थने ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to boast, to praise oneself)","प्रशंसा करना, शेखी मरना, आत्मस्तुति करना"
०१.०४४७,३८५),रेभ्,रेभृँ,शब्दे,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"रेभ्,रेभृँ, शब्दे ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to sound)",शब्द करना
०१.०४४८,३८५ इत्यस्य पाठभेदः),अम्भ्,अभिँ,शब्दे,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"अम्भ्,अभिँ, शब्दे ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,",to sound
०१.०४४९,३८५ इत्यस्य पाठभेदः),रम्भ्,रभिँ,शब्दे,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"रम्भ्,रभिँ, शब्दे ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,",to sound
०१.०४५१,३८६),स्तम्भ्,ष्टभिँ,प्रतिबन्धे,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"स्तम्भ्,ष्टभिँ, प्रतिबन्धे ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to stop,to hinder,to become stiff, to paralyze,to fix firmly)",रूकावट डालना
०१.०४५२,३८७),स्कम्भ्,स्कभिँ,प्रतिबन्धे,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"स्कम्भ्,स्कभिँ, प्रतिबन्धे ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to stop,to hinder,to become stiff, to paralyze,to fix firmly)",रूकावट डालना
०१.०४५३,३८८),जभ्,जभीँ,गात्रविनामे,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"जभ्,जभीँ, गात्रविनामे ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to yawn,to gape)",जम्हाई लेना
०१.०४५४,३८९),जृम्भ्,जृभिँ,गात्रविनामे,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"जृम्भ्,जृभिँ, गात्रविनामे ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to yawn,to gape)",जम्हाई लेना
०१.०४५५,३९०),शल्भ्,शल्भँ,कत्थने,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"शल्भ्,शल्भँ, कत्थने ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to boast, to praise oneself)","प्रशंसा करना, शेखी मरना, आत्मस्तुति करना"
०१.०४५६,३९१),वल्भ्,वल्भँ,भोजने,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"वल्भ्,वल्भँ, भोजने ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to eat,to devour)",भोजन करना
०१.०४५७,३९२),गल्भ्,गल्भँ,धार्ष्ट्ये,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"गल्भ्,गल्भँ, धार्ष्ट्ये ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to be bold, to be confident, to show courage)","धैर्य रखना, साहस करना"
०१.०४५८,३९३),श्रम्भ्,श्रन्भुँ,प्रमादे,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"श्रम्भ्,श्रन्भुँ, प्रमादे ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to err, to make mistake)","चूकना, गलती करना,"
०१.०४५९,३९३ इत्यस्य पाठभेदः),स्रम्भ्,स्रन्भुँ,प्रमादे,भ्वादिः,उभयपदी,अकर्मकः,सेट्,"स्रम्भ्,स्रन्भुँ, प्रमादे ,भ्वादिः, उभयपदी ,अकर्मकः ,सेट्  ,","to err, to make mistake"
०१.०४६०,३९४),स्तुभ्,ष्टुभुँ,स्तम्भे,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"स्तुभ्,ष्टुभुँ, स्तम्भे ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to stop,to hinder,to become stiff, to paralyze,to fix firmly)","अवरोध करना, मुर्ख होना"
०१.०४६१,३९५),गुप्,गुपूँ,रक्षणे,भ्वादिः,परस्मैपदी,सकर्मकः,वेट् (to protect,"गुप्,गुपूँ, रक्षणे ,भ्वादिः, परस्मैपदी ,सकर्मकः ,वेट् (to protect, to hide, to conceal)",रक्षा करना
०१.०४६२,३९६),धूप्,धूपँ,सन्तापे,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"धूप्,धूपँ, सन्तापे ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to heat, to fumigate)","गरम होना, तपाना"
०१.०४६३,३९७),जप्,जपँ,व्यक्तायां वाचि मानसे च,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"जप्,जपँ, व्यक्तायां वाचि मानसे च ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to speak, to meditate, to mutter, to speak nonsense)","बोलना, बकना, जप करना, मन में बोलना"
०१.०४६४,३९८),जल्प्,जल्पँ,व्यक्तायां वाचि,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"जल्प्,जल्पँ, व्यक्तायां वाचि ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to speak, to meditate, to mutter, to speak nonsense)","बोलना, बकना, जप करना, मन में बोलना"
०१.०४६५,३९९),चप्,चपँ,सान्त्वने,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"चप्,चपँ, सान्त्वने ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to console,to sooth,to pacify)",शान्त करना
०१.०४६६,४००),सप्,षपँ,समवाये,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"सप्,षपँ, समवाये ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to connect, to join, to understand completely)","पूर्ण ज्ञान होना, संलग्न होना, मिलाप होना"
०१.०४६७,४०१),रप्,रपँ,व्यक्तायां वाचि,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"रप्,रपँ, व्यक्तायां वाचि ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to talk,to speak, to articulate)",स्पष्ट बोलना
०१.०४६८,४०२),लप्,लपँ,व्यक्तायां वाचि,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"लप्,लपँ, व्यक्तायां वाचि ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to talk,to speak, to articulate)",स्पष्ट बोलना
०१.०४६९,४०३),चुप्,चुपँ,मन्दायां गतौ,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"चुप्,चुपँ, मन्दायां गतौ ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to move slowly)",धीरे धीरे चलना
०१.०४७०,४०४),तुप्,तुपँ,हिंसायाम्,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"तुप्,तुपँ, हिंसायाम् ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to injure,to hurt,to kill)",हिंसा करना
०१.०४७१,४०५),तुम्प्,तुन्पँ,हिंसायाम्,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"तुम्प्,तुन्पँ, हिंसायाम् ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to injure,to hurt,to kill)",हिंसा करना
०१.०४७२,४०६),त्रुप्,त्रुपँ,हिंसायाम्,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"त्रुप्,त्रुपँ, हिंसायाम् ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to injure,to hurt,to kill)",हिंसा करना
०१.०४७३,४०७),त्रुम्प्,त्रुन्पँ,हिंसायाम्,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"त्रुम्प्,त्रुन्पँ, हिंसायाम् ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to injure,to hurt,to kill)",हिंसा करना
०१.०४७४,४०८),तुफ्,तुफँ,हिंसायाम्,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"तुफ्,तुफँ, हिंसायाम् ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to injure,to hurt,to kill)",हिंसा करना
०१.०४७५,४०९),तुम्फ्,तुन्फँ,हिंसायाम्,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"तुम्फ्,तुन्फँ, हिंसायाम् ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to injure,to hurt,to kill)",हिंसा करना
०१.०४७६,४१०),त्रुफ्,त्रुफँ,हिंसायाम्,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"त्रुफ्,त्रुफँ, हिंसायाम् ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to injure,to hurt,to kill)",हिंसा करना
०१.०४७७,४११),त्रुम्फ्,त्रुन्फँ,हिंसायाम्,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"त्रुम्फ्,त्रुन्फँ, हिंसायाम् ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to injure,to hurt,to kill)",हिंसा करना
०१.०४७८,४१२),पर्प्,पर्पँ,गतौ,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"पर्प्,पर्पँ, गतौ ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०४७९,४१३),रफ्,रफँ,गतौ,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"रफ्,रफँ, गतौ ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०४८०,४१४),रम्फ्,रफिँ,गतौ,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"रम्फ्,रफिँ, गतौ ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०४८१,४१५),अर्ब्,अर्बँ,गतौ,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"अर्ब्,अर्बँ, गतौ ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०४८२,४१६),पर्ब्,पर्बँ,गतौ,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"पर्ब्,पर्बँ, गतौ ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०४८३,४१७),लर्ब्,लर्बँ,गतौ,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"लर्ब्,लर्बँ, गतौ ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०४८४,४१८),बर्ब्,बर्बँ,गतौ,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"बर्ब्,बर्बँ, गतौ ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०४८५,४१९),मर्ब्,मर्बँ,गतौ,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"मर्ब्,मर्बँ, गतौ ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०४८६,४२०),कर्ब्,कर्बँ,गतौ,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"कर्ब्,कर्बँ, गतौ ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०४८७,४२१),खर्ब्,खर्बँ,गतौ,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"खर्ब्,खर्बँ, गतौ ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०४८८,४२२),गर्ब्,गर्बँ,गतौ,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"गर्ब्,गर्बँ, गतौ ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०४८९,४२३),शर्ब्,शर्बँ,गतौ,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"शर्ब्,शर्बँ, गतौ ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०४९०,४२४),सर्ब्,षर्बँ,गतौ,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"सर्ब्,षर्बँ, गतौ ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०४९१,४२५),चर्ब्,चर्बँ,गतौ अर्दने च,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"चर्ब्,चर्बँ, गतौ अर्दने च ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go, to trouble, to distress)",जाना
०१.०४९२,४२६),कुम्ब्,कुबिँ,छादने आच्छादने च,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"कुम्ब्,कुबिँ, छादने आच्छादने च ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to cover)",आच्छादित करना
०१.०४९३,४२७),लुम्ब्,लुबिँ,अर्दने,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"लुम्ब्,लुबिँ, अर्दने ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to kill, to cause pain, to torment, to irritate)","मार डालना, दुःख देना, नोचना"
०१.०४९४,४२८),तुम्ब्,तुबिँ,अर्दने,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"तुम्ब्,तुबिँ, अर्दने ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to be invisible,to trouble,to distress,to hurt, to tear, to claw, to pluck)","मार डालना, दुःख देना, नोचना"
०१.०४९५,४२९),चुम्ब्,चुबिँ,वक्त्रसंयोगे,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"चुम्ब्,चुबिँ, वक्त्रसंयोगे ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to kiss)","चूमना, चुम्बन लेना"
०१.०४९६,४३०),सृभ्,षृभुँ,हिंसायाम्,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"सृभ्,षृभुँ, हिंसायाम् ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to kill, to destroy)",मारना
०१.०४९७,४३१),सृम्भ्,षृन्भुँ,हिंसायाम्,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"सृम्भ्,षृन्भुँ, हिंसायाम् ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to kill, to destroy)",मारना
०१.०४९८,४३१ इत्यस्य पाठभेदः),सिभ्,षिभुँ,हिंसायाम्,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"सिभ्,षिभुँ, हिंसायाम् ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,","to kill, to destroy"
०१.०४९९,४३१ इत्यस्य पाठभेदः),सिम्भ्,षिन्भुँ,हिंसायाम्,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"सिम्भ्,षिन्भुँ, हिंसायाम् ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,","to kill, to destroy"
०१.०५००,४३२),शुभ्,शुभँ,भाषणे भासने हिंसायां च,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"शुभ्,शुभँ, भाषणे भासने हिंसायां च ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to speak, to shine,to glow, to speak,to kill)","भाषण करना, बोलना, मारना, शोभा पाना, चमकना"
०१.०५०१,४३३),शुम्भ्,शुन्भँ,भाषणे भासने हिंसायां दीप्तौ च,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"शुम्भ्,शुन्भँ, भाषणे भासने हिंसायां दीप्तौ च ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to speak, to shine,to glow, to speak,to kill)","भाषण करना, बोलना, मारना, शोभा पाना, चमकना"
०१.०५०२,४३४),घिण्ण्,घिणिँ,ग्रहणे,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"घिण्ण्,घिणिँ, ग्रहणे ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to take)",लेना
०१.०५०३,४३५),घुण्ण्,घुणिँ,ग्रहणे,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"घुण्ण्,घुणिँ, ग्रहणे ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to take)",लेना
०१.०५०४,४३६),घृण्ण्,घृणिँ,ग्रहणे,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"घृण्ण्,घृणिँ, ग्रहणे ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to take)",लेना
०१.०५०५,४३७),घुण्,घुणँ,भ्रमणे,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"घुण्,घुणँ, भ्रमणे ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to roam round)","घूमना, भ्रमण करना"
०१.०५०६,४३८),घूर्ण्,घुर्णँ,भ्रमणे,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"घूर्ण्,घुर्णँ, भ्रमणे ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to roam round)","घूमना, भ्रमण करना"
०१.०५०७,४३९),पण्,पणँ,व्यवहारे स्तुतौ च,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"पण्,पणँ, व्यवहारे स्तुतौ च ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to deal, to transact, to do business, to barter, to praise)","उद्योग करना, व्यवहार करना, प्रशंसा करना, स्तुति करना"
०१.०५०८,४४०),पन्,पनँ,व्यवहारे स्तुतौ च,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"पन्,पनँ, व्यवहारे स्तुतौ च ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to deal, to transact, to do business, to barter, to praise)","उद्योग करना, व्यवहार करना, प्रशंसा करना, स्तुति करना"
०१.०५०९,४४१),भाम्,भामँ,क्रोधे,भ्वादिः,आत्मनेपदी,अकर्मकः,सेट्,"भाम्,भामँ, क्रोधे ,भ्वादिः, आत्मनेपदी ,अकर्मकः ,सेट्  ,(to be angry)",क्रोध करना
०१.०५१०,४४२),क्षम्,क्षमूँष्,सहने,भ्वादिः,आत्मनेपदी,सकर्मकः,वेट् (to endure,"क्षम्,क्षमूँष्, सहने ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,वेट् (to endure, to suffer, to forgive)","सहन करना, क्षमा करना"
०१.०५११,४४३),कम्,कमुँ,कान्तौ,भ्वादिः,आत्मनेपदी,सकर्मकः,सेट्,"कम्,कमुँ, कान्तौ ,भ्वादिः, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to love,to desire, to long for, to have intercourse with)","चाहना, इच्छा करना"
०१.०५१२,४४४),अण्,अणँ,शब्दे,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"अण्,अणँ, शब्दे ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to breathe,to utter a voice,to sound)",शब्द करना
०१.०५१३,४४५),रण्,रणँ,शब्दे,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"रण्,रणँ, शब्दे ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to sound)",शब्द करना
०१.०५१४,४४६),वण्,वणँ,शब्दे,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"वण्,वणँ, शब्दे ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to sound)",शब्द करना
०१.०५१५,४४७),भण्,भणँ,शब्दे,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"भण्,भणँ, शब्दे ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to sound)",शब्द करना
०१.०५१६,४४८),मण्,मणँ,शब्दे,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"मण्,मणँ, शब्दे ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to sound)",शब्द करना
०१.०५१७,४४९),कण्,कणँ,शब्दे,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"कण्,कणँ, शब्दे ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to sound)",शब्द करना
०१.०५१८,४५०),क्वण्,क्वणँ,शब्दे,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"क्वण्,क्वणँ, शब्दे ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to sound)",शब्द करना
०१.०५१९,४५१),व्रण्,व्रणँ,शब्दे,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"व्रण्,व्रणँ, शब्दे ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to sound)",शब्द करना
०१.०५२०,४५२),भ्रण्,भ्रणँ,शब्दे,भ्वादिः,परस्मैपदी,अकर्मकः,सेट्,"भ्रण्,भ्रणँ, शब्दे ,भ्वादिः, परस्मैपदी ,अकर्मकः ,सेट्  ,(to sound)",शब्द करना
०१.०५२१,४५३),ध्वण्,ध्वणँ,शब्दे,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"ध्वण्,ध्वणँ, शब्दे ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,(to sound)",शब्द करना
०१.०५२२,४५३ इत्यस्य पाठभेदः),धण्,धणँ,शब्दे,भ्वादिः,परस्मैपदी,सकर्मकः,सेट्,"धण्,धणँ, शब्दे ,भ्वादिः, परस्मैपदी ,सकर्मकः ,सेट्  ,",to sound
